ISBN,Book-Title,Book-Author,Year-Of-Publication,Original-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
251,1995 United States Congressional Address Book,United States,1995,,,https://www.gutenberg.org/cache/epub/251/pg251.cover.medium.jpg,https://www.gutenberg.org/cache/epub/251/pg251.cover.medium.jpg,https://www.gutenberg.org/cache/epub/251/pg251.cover.medium.jpg
252,Copyright Law of the United States of AmericaContained in Title 17 of the United States Code,Library of Congress. Copyright Office,1995,,,https://www.gutenberg.org/cache/epub/252/pg252.cover.medium.jpg,https://www.gutenberg.org/cache/epub/252/pg252.cover.medium.jpg,https://www.gutenberg.org/cache/epub/252/pg252.cover.medium.jpg
253,The Universal Copyright Convention (1988),Coalition for Networked Information,1995,,,https://www.gutenberg.org/cache/epub/253/pg253.cover.medium.jpg,https://www.gutenberg.org/cache/epub/253/pg253.cover.medium.jpg,https://www.gutenberg.org/cache/epub/253/pg253.cover.medium.jpg
254,The Second Story of MenoA Continuation of Socrates' Dialogue with Meno in Which the Boy Proves Root 2 is Irrational,Unknown,2008,,,https://www.gutenberg.org/cache/epub/254/pg254.cover.medium.jpg,https://www.gutenberg.org/cache/epub/254/pg254.cover.medium.jpg,https://www.gutenberg.org/cache/epub/254/pg254.cover.medium.jpg
255,"QREAD, Etext Reader for Windows","Scavezze, Dan",1995,,,https://www.gutenberg.org/cache/epub/255/pg255.cover.medium.jpg,https://www.gutenberg.org/cache/epub/255/pg255.cover.medium.jpg,https://www.gutenberg.org/cache/epub/255/pg255.cover.medium.jpg
256,Motion Picture of Rotating Earth,United States,1995,,,https://www.gutenberg.org/cache/epub/256/pg256.cover.medium.jpg,https://www.gutenberg.org/cache/epub/256/pg256.cover.medium.jpg,https://www.gutenberg.org/cache/epub/256/pg256.cover.medium.jpg
257,Troilus and Criseyde,"Chaucer, Geoffrey, 1343?-1400",1995,,,https://www.gutenberg.org/cache/epub/257/pg257.cover.medium.jpg,https://www.gutenberg.org/cache/epub/257/pg257.cover.medium.jpg,https://www.gutenberg.org/cache/epub/257/pg257.cover.medium.jpg
258,Poems by Adam Lindsay Gordon,"Gordon, Adam Lindsay, 1833-1870",2008,,,https://www.gutenberg.org/cache/epub/258/pg258.cover.medium.jpg,https://www.gutenberg.org/cache/epub/258/pg258.cover.medium.jpg,https://www.gutenberg.org/cache/epub/258/pg258.cover.medium.jpg
259,Ballads of a Cheechako,"Service, Robert W. (Robert William), 1874-1958",2008,,,https://www.gutenberg.org/cache/epub/259/pg259.cover.medium.jpg,https://www.gutenberg.org/cache/epub/259/pg259.cover.medium.jpg,https://www.gutenberg.org/cache/epub/259/pg259.cover.medium.jpg
260,An Introduction to the Study of Robert Browning's Poetry,"Browning, Robert, 1812-1889",2008,,,https://www.gutenberg.org/cache/epub/260/pg260.cover.medium.jpg,https://www.gutenberg.org/cache/epub/260/pg260.cover.medium.jpg,https://www.gutenberg.org/cache/epub/260/pg260.cover.medium.jpg
261,A Dome of Many-Coloured Glass,"Lowell, Amy, 1874-1925",2008,,,https://www.gutenberg.org/cache/epub/261/pg261.cover.medium.jpg,https://www.gutenberg.org/cache/epub/261/pg261.cover.medium.jpg,https://www.gutenberg.org/cache/epub/261/pg261.cover.medium.jpg
262,The Collected Poems of Rupert Brooke,"Brooke, Rupert, 1887-1915",1995,,,https://www.gutenberg.org/cache/epub/262/pg262.cover.medium.jpg,https://www.gutenberg.org/cache/epub/262/pg262.cover.medium.jpg,https://www.gutenberg.org/cache/epub/262/pg262.cover.medium.jpg
263,"Trees, and Other Poems","Kilmer, Joyce, 1886-1918",1995,,,https://www.gutenberg.org/cache/epub/263/pg263.cover.medium.jpg,https://www.gutenberg.org/cache/epub/263/pg263.cover.medium.jpg,https://www.gutenberg.org/cache/epub/263/pg263.cover.medium.jpg
264,"Main Street, and Other Poems","Kilmer, Joyce, 1886-1918",2008,,,https://www.gutenberg.org/cache/epub/264/pg264.cover.medium.jpg,https://www.gutenberg.org/cache/epub/264/pg264.cover.medium.jpg,https://www.gutenberg.org/cache/epub/264/pg264.cover.medium.jpg
265,The Life and Death of Cormac the Skald,,2008,,,https://www.gutenberg.org/cache/epub/265/pg265.cover.medium.jpg,https://www.gutenberg.org/cache/epub/265/pg265.cover.medium.jpg,https://www.gutenberg.org/cache/epub/265/pg265.cover.medium.jpg
266,"Confessio Amantis; Or, Tales of the Seven Deadly Sins","Gower, John, 1325?-1408",2008,,,https://www.gutenberg.org/cache/epub/266/pg266.cover.medium.jpg,https://www.gutenberg.org/cache/epub/266/pg266.cover.medium.jpg,https://www.gutenberg.org/cache/epub/266/pg266.cover.medium.jpg
267,The Touchstone,"Wharton, Edith, 1862-1937",1995,,,https://www.gutenberg.org/cache/epub/267/pg267.cover.medium.jpg,https://www.gutenberg.org/cache/epub/267/pg267.cover.medium.jpg,https://www.gutenberg.org/cache/epub/267/pg267.cover.medium.jpg
268,The Octopus : A Story of California,"Norris, Frank, 1870-1902",2008,,,https://www.gutenberg.org/cache/epub/268/pg268.cover.medium.jpg,https://www.gutenberg.org/cache/epub/268/pg268.cover.medium.jpg,https://www.gutenberg.org/cache/epub/268/pg268.cover.medium.jpg
269,Beasts and Super-Beasts,"Saki, 1870-1916",1995,,,https://www.gutenberg.org/cache/epub/269/pg269.cover.medium.jpg,https://www.gutenberg.org/cache/epub/269/pg269.cover.medium.jpg,https://www.gutenberg.org/cache/epub/269/pg269.cover.medium.jpg
270,Dream Days,"Grahame, Kenneth, 1859-1932",2008,,,https://www.gutenberg.org/cache/epub/270/pg270.cover.medium.jpg,https://www.gutenberg.org/cache/epub/270/pg270.cover.medium.jpg,https://www.gutenberg.org/cache/epub/270/pg270.cover.medium.jpg
271,Black Beauty,"Sewell, Anna, 1820-1878",2006,,,https://www.gutenberg.org/cache/epub/271/pg271.cover.medium.jpg,https://www.gutenberg.org/cache/epub/271/pg271.cover.medium.jpg,https://www.gutenberg.org/cache/epub/271/pg271.cover.medium.jpg
272,An Open Letter on Translating,"Luther, Martin, 1483-1546",1995,,,https://www.gutenberg.org/cache/epub/272/pg272.cover.medium.jpg,https://www.gutenberg.org/cache/epub/272/pg272.cover.medium.jpg,https://www.gutenberg.org/cache/epub/272/pg272.cover.medium.jpg
273,The Smalcald Articles,"Luther, Martin, 1483-1546",1995,,,https://www.gutenberg.org/cache/epub/273/pg273.cover.medium.jpg,https://www.gutenberg.org/cache/epub/273/pg273.cover.medium.jpg,https://www.gutenberg.org/cache/epub/273/pg273.cover.medium.jpg
274,Disputation of Doctor Martin Luther on the Power and Efficacy of Indulgences,"Luther, Martin, 1483-1546",1995,,,https://www.gutenberg.org/cache/epub/274/pg274.cover.medium.jpg,https://www.gutenberg.org/cache/epub/274/pg274.cover.medium.jpg,https://www.gutenberg.org/cache/epub/274/pg274.cover.medium.jpg
275,"The Augsburg ConfessionThe confession of faith, which was submitted to His Imperial Majesty Charles V at the diet of Augsburg in the year 1530","Melanchthon, Philipp, 1497-1560",2008,,,https://www.gutenberg.org/cache/epub/275/pg275.cover.medium.jpg,https://www.gutenberg.org/cache/epub/275/pg275.cover.medium.jpg,https://www.gutenberg.org/cache/epub/275/pg275.cover.medium.jpg
276,Franz Haydn's 104th Symphony [1794-5]MIDI file,"Haydn, Joseph, 1732-1809",1995,,,https://www.gutenberg.org/cache/epub/276/pg276.cover.medium.jpg,https://www.gutenberg.org/cache/epub/276/pg276.cover.medium.jpg,https://www.gutenberg.org/cache/epub/276/pg276.cover.medium.jpg
277,Trinity Site,National Atomic Museum (U.S.),2008,,,https://www.gutenberg.org/cache/epub/277/pg277.cover.medium.jpg,https://www.gutenberg.org/cache/epub/277/pg277.cover.medium.jpg,https://www.gutenberg.org/cache/epub/277/pg277.cover.medium.jpg
278,"Trinity Site: 1945-1995.A National Historic Landmark, White Sands Missile Range, New Mexico",White Sands Missile Range (N.M.). Public Affairs Office,2014,,,https://www.gutenberg.org/cache/epub/278/pg278.cover.medium.jpg,https://www.gutenberg.org/cache/epub/278/pg278.cover.medium.jpg,https://www.gutenberg.org/cache/epub/278/pg278.cover.medium.jpg
279,Photos and Maps of Trinity (Atomic Test) Site,,2014,,,https://www.gutenberg.org/cache/epub/279/pg279.cover.medium.jpg,https://www.gutenberg.org/cache/epub/279/pg279.cover.medium.jpg,https://www.gutenberg.org/cache/epub/279/pg279.cover.medium.jpg
280,Records of a Family of Engineers,"Stevenson, Robert Louis, 1850-1894",1995,,,https://www.gutenberg.org/cache/epub/280/pg280.cover.medium.jpg,https://www.gutenberg.org/cache/epub/280/pg280.cover.medium.jpg,https://www.gutenberg.org/cache/epub/280/pg280.cover.medium.jpg
281,Father Damien: An Open Letter to the Reverend Dr. Hyde of Honolulu,"Stevenson, Robert Louis, 1850-1894",1995,,,https://www.gutenberg.org/cache/epub/281/pg281.cover.medium.jpg,https://www.gutenberg.org/cache/epub/281/pg281.cover.medium.jpg,https://www.gutenberg.org/cache/epub/281/pg281.cover.medium.jpg
282,"Eothen; Or, Traces of Travel Brought Home from the East","Kinglake, Alexander William, 1809-1891",1995,,,https://www.gutenberg.org/cache/epub/282/pg282.cover.medium.jpg,https://www.gutenberg.org/cache/epub/282/pg282.cover.medium.jpg,https://www.gutenberg.org/cache/epub/282/pg282.cover.medium.jpg
283,The Reef,"Wharton, Edith, 1862-1937",1995,,,https://www.gutenberg.org/cache/epub/283/pg283.cover.medium.jpg,https://www.gutenberg.org/cache/epub/283/pg283.cover.medium.jpg,https://www.gutenberg.org/cache/epub/283/pg283.cover.medium.jpg
284,The House of Mirth,"Wharton, Edith, 1862-1937",1995,,,https://www.gutenberg.org/cache/epub/284/pg284.cover.medium.jpg,https://www.gutenberg.org/cache/epub/284/pg284.cover.medium.jpg,https://www.gutenberg.org/cache/epub/284/pg284.cover.medium.jpg
285,The Lost Continent,"Hyne, Charles John Cutcliffe Wright, 1866-1944",2008,,,https://www.gutenberg.org/cache/epub/285/pg285.cover.medium.jpg,https://www.gutenberg.org/cache/epub/285/pg285.cover.medium.jpg,https://www.gutenberg.org/cache/epub/285/pg285.cover.medium.jpg
286,Laddie: A True Blue Story,"Stratton-Porter, Gene, 1863-1924",1995,,,https://www.gutenberg.org/cache/epub/286/pg286.cover.medium.jpg,https://www.gutenberg.org/cache/epub/286/pg286.cover.medium.jpg,https://www.gutenberg.org/cache/epub/286/pg286.cover.medium.jpg
287,Remember the Alamo,"Barr, Amelia E., 1831-1919",2008,,,https://www.gutenberg.org/cache/epub/287/pg287.cover.medium.jpg,https://www.gutenberg.org/cache/epub/287/pg287.cover.medium.jpg,https://www.gutenberg.org/cache/epub/287/pg287.cover.medium.jpg
288,The Certain Hour (Dizain des Poëtes),"Cabell, James Branch, 1879-1958",1995,,,https://www.gutenberg.org/cache/epub/288/pg288.cover.medium.jpg,https://www.gutenberg.org/cache/epub/288/pg288.cover.medium.jpg,https://www.gutenberg.org/cache/epub/288/pg288.cover.medium.jpg
289,The Wind in the Willows,"Grahame, Kenneth, 1859-1932",1995,,,https://www.gutenberg.org/cache/epub/289/pg289.cover.medium.jpg,https://www.gutenberg.org/cache/epub/289/pg289.cover.medium.jpg,https://www.gutenberg.org/cache/epub/289/pg289.cover.medium.jpg
290,"The Stark Munro LettersBeing series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884","Doyle, Arthur Conan, 1859-1930",1995,,,https://www.gutenberg.org/cache/epub/290/pg290.cover.medium.jpg,https://www.gutenberg.org/cache/epub/290/pg290.cover.medium.jpg,https://www.gutenberg.org/cache/epub/290/pg290.cover.medium.jpg
291,The Golden Age,"Grahame, Kenneth, 1859-1932",2008,,,https://www.gutenberg.org/cache/epub/291/pg291.cover.medium.jpg,https://www.gutenberg.org/cache/epub/291/pg291.cover.medium.jpg,https://www.gutenberg.org/cache/epub/291/pg291.cover.medium.jpg
292,"Beauty and the Beast, and Tales of Home","Taylor, Bayard, 1825-1878",2008,,,https://www.gutenberg.org/cache/epub/292/pg292.cover.medium.jpg,https://www.gutenberg.org/cache/epub/292/pg292.cover.medium.jpg,https://www.gutenberg.org/cache/epub/292/pg292.cover.medium.jpg
293,Paul Prescott's Charge,"Alger, Horatio, Jr., 1832-1899",2006,,,https://www.gutenberg.org/cache/epub/293/pg293.cover.medium.jpg,https://www.gutenberg.org/cache/epub/293/pg293.cover.medium.jpg,https://www.gutenberg.org/cache/epub/293/pg293.cover.medium.jpg
294,"The Captain of the Polestar, and Other Tales","Doyle, Arthur Conan, 1859-1930",1995,,,https://www.gutenberg.org/cache/epub/294/pg294.cover.medium.jpg,https://www.gutenberg.org/cache/epub/294/pg294.cover.medium.jpg,https://www.gutenberg.org/cache/epub/294/pg294.cover.medium.jpg
295,The Early Short Fiction of Edith Wharton — Part 1,"Wharton, Edith, 1862-1937",1995,,,https://www.gutenberg.org/cache/epub/295/pg295.cover.medium.jpg,https://www.gutenberg.org/cache/epub/295/pg295.cover.medium.jpg,https://www.gutenberg.org/cache/epub/295/pg295.cover.medium.jpg
296,The Cash Boy,"Alger, Horatio, Jr., 1832-1899",2006,,,https://www.gutenberg.org/cache/epub/296/pg296.cover.medium.jpg,https://www.gutenberg.org/cache/epub/296/pg296.cover.medium.jpg,https://www.gutenberg.org/cache/epub/296/pg296.cover.medium.jpg
297,The Flirt,"Tarkington, Booth, 1869-1946",1995,,,https://www.gutenberg.org/cache/epub/297/pg297.cover.medium.jpg,https://www.gutenberg.org/cache/epub/297/pg297.cover.medium.jpg,https://www.gutenberg.org/cache/epub/297/pg297.cover.medium.jpg
298,The Market-Place,"Frederic, Harold, 1856-1898",2008,,,https://www.gutenberg.org/cache/epub/298/pg298.cover.medium.jpg,https://www.gutenberg.org/cache/epub/298/pg298.cover.medium.jpg,https://www.gutenberg.org/cache/epub/298/pg298.cover.medium.jpg
299,Tales from Two Hemispheres,"Boyesen, Hjalmar Hjorth, 1848-1895",1995,,,https://www.gutenberg.org/cache/epub/299/pg299.cover.medium.jpg,https://www.gutenberg.org/cache/epub/299/pg299.cover.medium.jpg,https://www.gutenberg.org/cache/epub/299/pg299.cover.medium.jpg
300,United States Declaration of Independence,"Jefferson, Thomas, 1743-1826",1995,,,https://www.gutenberg.org/cache/epub/300/pg300.cover.medium.jpg,https://www.gutenberg.org/cache/epub/300/pg300.cover.medium.jpg,https://www.gutenberg.org/cache/epub/300/pg300.cover.medium.jpg
1,The Declaration of Independence of the United States of America,"Jefferson, Thomas, 1743-1826",1971,,,https://www.gutenberg.org/cache/epub/1/pg1.cover.medium.jpg,https://www.gutenberg.org/cache/epub/1/pg1.cover.medium.jpg,https://www.gutenberg.org/cache/epub/1/pg1.cover.medium.jpg
2,The United States Bill of RightsThe Ten Original Amendments to the Constitution of the United States,United States,1972,,,https://www.gutenberg.org/cache/epub/2/pg2.cover.medium.jpg,https://www.gutenberg.org/cache/epub/2/pg2.cover.medium.jpg,https://www.gutenberg.org/cache/epub/2/pg2.cover.medium.jpg
3,John F. Kennedy's Inaugural Address,"Kennedy, John F. (John Fitzgerald), 1917-1963",1973,,,https://www.gutenberg.org/cache/epub/3/pg3.cover.medium.jpg,https://www.gutenberg.org/cache/epub/3/pg3.cover.medium.jpg,https://www.gutenberg.org/cache/epub/3/pg3.cover.medium.jpg
4,"Lincoln's Gettysburg AddressGiven November 19, 1863 on the battlefield near Gettysburg, Pennsylvania, USA","Lincoln, Abraham, 1809-1865",1973,,,https://www.gutenberg.org/cache/epub/4/pg4.cover.medium.jpg,https://www.gutenberg.org/cache/epub/4/pg4.cover.medium.jpg,https://www.gutenberg.org/cache/epub/4/pg4.cover.medium.jpg
5,The United States Constitution,United States,1975,,,https://www.gutenberg.org/cache/epub/5/pg5.cover.medium.jpg,https://www.gutenberg.org/cache/epub/5/pg5.cover.medium.jpg,https://www.gutenberg.org/cache/epub/5/pg5.cover.medium.jpg
6,Give Me Liberty or Give Me Death,"Henry, Patrick, 1736-1799",1976,,,https://www.gutenberg.org/cache/epub/6/pg6.cover.medium.jpg,https://www.gutenberg.org/cache/epub/6/pg6.cover.medium.jpg,https://www.gutenberg.org/cache/epub/6/pg6.cover.medium.jpg
7,The Mayflower Compact,,1977,,,https://www.gutenberg.org/cache/epub/7/pg7.cover.medium.jpg,https://www.gutenberg.org/cache/epub/7/pg7.cover.medium.jpg,https://www.gutenberg.org/cache/epub/7/pg7.cover.medium.jpg
8,Abraham Lincoln's Second Inaugural Address,"Lincoln, Abraham, 1809-1865",1978,,,https://www.gutenberg.org/cache/epub/8/pg8.cover.medium.jpg,https://www.gutenberg.org/cache/epub/8/pg8.cover.medium.jpg,https://www.gutenberg.org/cache/epub/8/pg8.cover.medium.jpg
9,Abraham Lincoln's First Inaugural Address,"Lincoln, Abraham, 1809-1865",1979,,,https://www.gutenberg.org/cache/epub/9/pg9.cover.medium.jpg,https://www.gutenberg.org/cache/epub/9/pg9.cover.medium.jpg,https://www.gutenberg.org/cache/epub/9/pg9.cover.medium.jpg
10,The King James Version of the Bible,,1989,,,https://www.gutenberg.org/cache/epub/10/pg10.cover.medium.jpg,https://www.gutenberg.org/cache/epub/10/pg10.cover.medium.jpg,https://www.gutenberg.org/cache/epub/10/pg10.cover.medium.jpg
11,Alice's Adventures in Wonderland,"Carroll, Lewis, 1832-1898",2008,,,https://www.gutenberg.org/cache/epub/11/pg11.cover.medium.jpg,https://www.gutenberg.org/cache/epub/11/pg11.cover.medium.jpg,https://www.gutenberg.org/cache/epub/11/pg11.cover.medium.jpg
12,Through the Looking-Glass,"Carroll, Lewis, 1832-1898",2008,,,https://www.gutenberg.org/cache/epub/12/pg12.cover.medium.jpg,https://www.gutenberg.org/cache/epub/12/pg12.cover.medium.jpg,https://www.gutenberg.org/cache/epub/12/pg12.cover.medium.jpg
13,The Hunting of the Snark: An Agony in Eight Fits,"Carroll, Lewis, 1832-1898",2008,,,https://www.gutenberg.org/cache/epub/13/pg13.cover.medium.jpg,https://www.gutenberg.org/cache/epub/13/pg13.cover.medium.jpg,https://www.gutenberg.org/cache/epub/13/pg13.cover.medium.jpg
14,The 1990 CIA World Factbook,United States. Central Intelligence Agency,1991,,,https://www.gutenberg.org/cache/epub/14/pg14.cover.medium.jpg,https://www.gutenberg.org/cache/epub/14/pg14.cover.medium.jpg,https://www.gutenberg.org/cache/epub/14/pg14.cover.medium.jpg
15,"Moby-Dick; or, The Whale","Melville, Herman, 1819-1891",1991,,,https://www.gutenberg.org/cache/epub/15/pg15.cover.medium.jpg,https://www.gutenberg.org/cache/epub/15/pg15.cover.medium.jpg,https://www.gutenberg.org/cache/epub/15/pg15.cover.medium.jpg
16,Peter Pan,"Barrie, J. M. (James Matthew), 1860-1937",2008,,,https://www.gutenberg.org/cache/epub/16/pg16.cover.medium.jpg,https://www.gutenberg.org/cache/epub/16/pg16.cover.medium.jpg,https://www.gutenberg.org/cache/epub/16/pg16.cover.medium.jpg
17,"The Book of Mormon :  an account written by the hand of Mormon, upon plates taken from the plates of Nephi","Smith, Joseph, Jr., 1805-1844",2008,,,https://www.gutenberg.org/cache/epub/17/pg17.cover.medium.jpg,https://www.gutenberg.org/cache/epub/17/pg17.cover.medium.jpg,https://www.gutenberg.org/cache/epub/17/pg17.cover.medium.jpg
18,The Federalist Papers,"Hamilton, Alexander, 1757-1804",1991,,,https://www.gutenberg.org/cache/epub/18/pg18.cover.medium.jpg,https://www.gutenberg.org/cache/epub/18/pg18.cover.medium.jpg,https://www.gutenberg.org/cache/epub/18/pg18.cover.medium.jpg
19,The Song of Hiawatha,"Longfellow, Henry Wadsworth, 1807-1882",2004,,,https://www.gutenberg.org/cache/epub/19/pg19.cover.medium.jpg,https://www.gutenberg.org/cache/epub/19/pg19.cover.medium.jpg,https://www.gutenberg.org/cache/epub/19/pg19.cover.medium.jpg
20,Paradise Lost,"Milton, John, 1608-1674",1991,,,https://www.gutenberg.org/cache/epub/20/pg20.cover.medium.jpg,https://www.gutenberg.org/cache/epub/20/pg20.cover.medium.jpg,https://www.gutenberg.org/cache/epub/20/pg20.cover.medium.jpg
21,Aesop's FablesTranslated by George Fyler Townsend,"Aesop, 621? BCE-565? BCE",2008,,,https://www.gutenberg.org/cache/epub/21/pg21.cover.medium.jpg,https://www.gutenberg.org/cache/epub/21/pg21.cover.medium.jpg,https://www.gutenberg.org/cache/epub/21/pg21.cover.medium.jpg
22,Roget's Thesaurus,"Roget, Peter Mark, 1779-1869",1991,,,https://www.gutenberg.org/cache/epub/22/pg22.cover.medium.jpg,https://www.gutenberg.org/cache/epub/22/pg22.cover.medium.jpg,https://www.gutenberg.org/cache/epub/22/pg22.cover.medium.jpg
23,"Narrative of the Life of Frederick Douglass, an American Slave","Douglass, Frederick, 1818-1895",2006,,,https://www.gutenberg.org/cache/epub/23/pg23.cover.medium.jpg,https://www.gutenberg.org/cache/epub/23/pg23.cover.medium.jpg,https://www.gutenberg.org/cache/epub/23/pg23.cover.medium.jpg
24,O Pioneers!,"Cather, Willa, 1873-1947",2008,,,https://www.gutenberg.org/cache/epub/24/pg24.cover.medium.jpg,https://www.gutenberg.org/cache/epub/24/pg24.cover.medium.jpg,https://www.gutenberg.org/cache/epub/24/pg24.cover.medium.jpg
25,The 1991 CIA World Factbook,United States. Central Intelligence Agency,1992,,,https://www.gutenberg.org/cache/epub/25/pg25.cover.medium.jpg,https://www.gutenberg.org/cache/epub/25/pg25.cover.medium.jpg,https://www.gutenberg.org/cache/epub/25/pg25.cover.medium.jpg
26,Paradise Lost,"Milton, John, 1608-1674",1992,,,https://www.gutenberg.org/cache/epub/26/pg26.cover.medium.jpg,https://www.gutenberg.org/cache/epub/26/pg26.cover.medium.jpg,https://www.gutenberg.org/cache/epub/26/pg26.cover.medium.jpg
27,Far from the Madding Crowd,"Hardy, Thomas, 1840-1928",1992,,,https://www.gutenberg.org/cache/epub/27/pg27.cover.medium.jpg,https://www.gutenberg.org/cache/epub/27/pg27.cover.medium.jpg,https://www.gutenberg.org/cache/epub/27/pg27.cover.medium.jpg
28,"The Fables of AesopSelected, Told Anew, and Their History Traced","Aesop, 621? BCE-565? BCE",1992,,,https://www.gutenberg.org/cache/epub/28/pg28.cover.medium.jpg,https://www.gutenberg.org/cache/epub/28/pg28.cover.medium.jpg,https://www.gutenberg.org/cache/epub/28/pg28.cover.medium.jpg
29,The 1990 United States Census,United States. Bureau of the Census,1992,,,https://www.gutenberg.org/cache/epub/29/pg29.cover.medium.jpg,https://www.gutenberg.org/cache/epub/29/pg29.cover.medium.jpg,https://www.gutenberg.org/cache/epub/29/pg29.cover.medium.jpg
30,"The Bible, King James Version, Complete",,1992,,,https://www.gutenberg.org/cache/epub/30/pg30.cover.medium.jpg,https://www.gutenberg.org/cache/epub/30/pg30.cover.medium.jpg,https://www.gutenberg.org/cache/epub/30/pg30.cover.medium.jpg
31,Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,"Sophocles, 496? BCE-407 BCE",2006,,,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg,https://www.gutenberg.org/cache/epub/31/pg31.cover.medium.jpg
32,Herland,"Gilman, Charlotte Perkins, 1860-1935",2008,,,https://www.gutenberg.org/cache/epub/32/pg32.cover.medium.jpg,https://www.gutenberg.org/cache/epub/32/pg32.cover.medium.jpg,https://www.gutenberg.org/cache/epub/32/pg32.cover.medium.jpg
33,The Scarlet Letter,"Hawthorne, Nathaniel, 1804-1864",1992,,,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg
34,Zen and the Art of the Internet,"Kehoe, Brendan P., 1970-2011",1992,,,https://www.gutenberg.org/cache/epub/34/pg34.cover.medium.jpg,https://www.gutenberg.org/cache/epub/34/pg34.cover.medium.jpg,https://www.gutenberg.org/cache/epub/34/pg34.cover.medium.jpg
35,The Time Machine,"Wells, H. G. (Herbert George), 1866-1946",2004,,,https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg,https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg,https://www.gutenberg.org/cache/epub/35/pg35.cover.medium.jpg
36,The War of the Worlds,"Wells, H. G. (Herbert George), 1866-1946",2004,,,https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg,https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg,https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg
37,The 1990 United States Census [2nd],United States. Bureau of the Census,1992,,,https://www.gutenberg.org/cache/epub/37/pg37.cover.medium.jpg,https://www.gutenberg.org/cache/epub/37/pg37.cover.medium.jpg,https://www.gutenberg.org/cache/epub/37/pg37.cover.medium.jpg
38,"The Jargon File, Version 2.9.10, 01 Jul 1992",,1992,,,https://www.gutenberg.org/cache/epub/38/pg38.cover.medium.jpg,https://www.gutenberg.org/cache/epub/38/pg38.cover.medium.jpg,https://www.gutenberg.org/cache/epub/38/pg38.cover.medium.jpg
39,Hitchhiker's Guide to the Internet,"Krol, Ed, 1951-",1992,,,https://www.gutenberg.org/cache/epub/39/pg39.cover.medium.jpg,https://www.gutenberg.org/cache/epub/39/pg39.cover.medium.jpg,https://www.gutenberg.org/cache/epub/39/pg39.cover.medium.jpg
40,NorthWestNet User Services Internet Resource Guide (NUSIRG),"Kochmer, Jonathan",1992,,,https://www.gutenberg.org/cache/epub/40/pg40.cover.medium.jpg,https://www.gutenberg.org/cache/epub/40/pg40.cover.medium.jpg,https://www.gutenberg.org/cache/epub/40/pg40.cover.medium.jpg
41,The Legend of Sleepy Hollow,"Irving, Washington, 1783-1859",2008,,,https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg,https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg,https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg
42,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis, 1850-1894",1992,,,https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg,https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg,https://www.gutenberg.org/cache/epub/42/pg42.cover.medium.jpg
43,The Strange Case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis, 1850-1894",2008,,,https://www.gutenberg.org/cache/epub/43/pg43.cover.medium.jpg,https://www.gutenberg.org/cache/epub/43/pg43.cover.medium.jpg,https://www.gutenberg.org/cache/epub/43/pg43.cover.medium.jpg
44,The Song of the Lark,"Cather, Willa, 1873-1947",2008,,,https://www.gutenberg.org/cache/epub/44/pg44.cover.medium.jpg,https://www.gutenberg.org/cache/epub/44/pg44.cover.medium.jpg,https://www.gutenberg.org/cache/epub/44/pg44.cover.medium.jpg
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud), 1874-1942",2008,,,https://www.gutenberg.org/cache/epub/45/pg45.cover.medium.jpg,https://www.gutenberg.org/cache/epub/45/pg45.cover.medium.jpg,https://www.gutenberg.org/cache/epub/45/pg45.cover.medium.jpg
46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles, 1812-1870",2004,,,https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg,https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg,https://www.gutenberg.org/cache/epub/46/pg46.cover.medium.jpg
47,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud), 1874-1942",2006,,,https://www.gutenberg.org/cache/epub/47/pg47.cover.medium.jpg,https://www.gutenberg.org/cache/epub/47/pg47.cover.medium.jpg,https://www.gutenberg.org/cache/epub/47/pg47.cover.medium.jpg
