ISBN,Book-Title,Book-Author,Year-Of-Publication,Original-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
427,The Great War Syndicate,"Stockton, Frank R., 1834-1902",1996,,,https://www.gutenberg.org/cache/epub/427/pg427.cover.medium.jpg,https://www.gutenberg.org/cache/epub/427/pg427.cover.medium.jpg,https://www.gutenberg.org/cache/epub/427/pg427.cover.medium.jpg
428,Frivolous Cupid,"Hope, Anthony, 1863-1933",1996,,,https://www.gutenberg.org/cache/epub/428/pg428.cover.medium.jpg,https://www.gutenberg.org/cache/epub/428/pg428.cover.medium.jpg,https://www.gutenberg.org/cache/epub/428/pg428.cover.medium.jpg
429,"The Magic Egg, and Other Stories","Stockton, Frank R., 1834-1902",1996,,,https://www.gutenberg.org/cache/epub/429/pg429.cover.medium.jpg,https://www.gutenberg.org/cache/epub/429/pg429.cover.medium.jpg,https://www.gutenberg.org/cache/epub/429/pg429.cover.medium.jpg
430,The Grain of Dust: A Novel,"Phillips, David Graham, 1867-1911",2004,,,https://www.gutenberg.org/cache/epub/430/pg430.cover.medium.jpg,https://www.gutenberg.org/cache/epub/430/pg430.cover.medium.jpg,https://www.gutenberg.org/cache/epub/430/pg430.cover.medium.jpg
431,The Fortune Hunter,"Phillips, David Graham, 1867-1911",1996,,,https://www.gutenberg.org/cache/epub/431/pg431.cover.medium.jpg,https://www.gutenberg.org/cache/epub/431/pg431.cover.medium.jpg,https://www.gutenberg.org/cache/epub/431/pg431.cover.medium.jpg
432,The Ambassadors,"James, Henry, 1843-1916",1996,,,https://www.gutenberg.org/cache/epub/432/pg432.cover.medium.jpg,https://www.gutenberg.org/cache/epub/432/pg432.cover.medium.jpg,https://www.gutenberg.org/cache/epub/432/pg432.cover.medium.jpg
433,The Conflict,"Phillips, David Graham, 1867-1911",1996,,,https://www.gutenberg.org/cache/epub/433/pg433.cover.medium.jpg,https://www.gutenberg.org/cache/epub/433/pg433.cover.medium.jpg,https://www.gutenberg.org/cache/epub/433/pg433.cover.medium.jpg
434,The Circular Staircase,"Rinehart, Mary Roberts, 1876-1958",1996,,,https://www.gutenberg.org/cache/epub/434/pg434.cover.medium.jpg,https://www.gutenberg.org/cache/epub/434/pg434.cover.medium.jpg,https://www.gutenberg.org/cache/epub/434/pg434.cover.medium.jpg
435,"Miracle Mongers and Their MethodsA Complete Exposé of the Modus Operandi of Fire Eaters, Heat Resisters, Poison Eaters, Venomous Reptile Defiers, Sword Swallowers, Human Ostriches, Strong Men, Etc.","Houdini, Harry, 1874-1926",1996,,,https://www.gutenberg.org/cache/epub/435/pg435.cover.medium.jpg,https://www.gutenberg.org/cache/epub/435/pg435.cover.medium.jpg,https://www.gutenberg.org/cache/epub/435/pg435.cover.medium.jpg
436,The Master KeyAn Electrical Fairy Tale Founded Upon the Mysteries of Electricity,"Baum, L. Frank (Lyman Frank), 1856-1919",1996,,,https://www.gutenberg.org/cache/epub/436/pg436.cover.medium.jpg,https://www.gutenberg.org/cache/epub/436/pg436.cover.medium.jpg,https://www.gutenberg.org/cache/epub/436/pg436.cover.medium.jpg
437,The Life of Lazarillo of Tormes: His Fortunes and Misfortunes as Told by Himself,Anonymous,1996,,,https://www.gutenberg.org/cache/epub/437/pg437.cover.medium.jpg,https://www.gutenberg.org/cache/epub/437/pg437.cover.medium.jpg,https://www.gutenberg.org/cache/epub/437/pg437.cover.medium.jpg
438,Underwoods,"Stevenson, Robert Louis, 1850-1894",1996,,,https://www.gutenberg.org/cache/epub/438/pg438.cover.medium.jpg,https://www.gutenberg.org/cache/epub/438/pg438.cover.medium.jpg,https://www.gutenberg.org/cache/epub/438/pg438.cover.medium.jpg
439,The Vital Message,"Doyle, Arthur Conan, 1859-1930",1996,,,https://www.gutenberg.org/cache/epub/439/pg439.cover.medium.jpg,https://www.gutenberg.org/cache/epub/439/pg439.cover.medium.jpg,https://www.gutenberg.org/cache/epub/439/pg439.cover.medium.jpg
440,Just David,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",1996,,,https://www.gutenberg.org/cache/epub/440/pg440.cover.medium.jpg,https://www.gutenberg.org/cache/epub/440/pg440.cover.medium.jpg,https://www.gutenberg.org/cache/epub/440/pg440.cover.medium.jpg
441,"New Poems, and Variant Readings","Stevenson, Robert Louis, 1850-1894",1996,,,https://www.gutenberg.org/cache/epub/441/pg441.cover.medium.jpg,https://www.gutenberg.org/cache/epub/441/pg441.cover.medium.jpg,https://www.gutenberg.org/cache/epub/441/pg441.cover.medium.jpg
442,Love Songs,"Teasdale, Sara, 1884-1933",1996,,,https://www.gutenberg.org/cache/epub/442/pg442.cover.medium.jpg,https://www.gutenberg.org/cache/epub/442/pg442.cover.medium.jpg,https://www.gutenberg.org/cache/epub/442/pg442.cover.medium.jpg
443,The Love Affairs of a Bibliomaniac,"Field, Eugene, 1850-1895",1996,,,https://www.gutenberg.org/cache/epub/443/pg443.cover.medium.jpg,https://www.gutenberg.org/cache/epub/443/pg443.cover.medium.jpg,https://www.gutenberg.org/cache/epub/443/pg443.cover.medium.jpg
444,"System of Economical Contradictions; Or, The Philosophy of Misery","Proudhon, P.-J. (Pierre-Joseph), 1809-1865",1996,,,https://www.gutenberg.org/cache/epub/444/pg444.cover.medium.jpg,https://www.gutenberg.org/cache/epub/444/pg444.cover.medium.jpg,https://www.gutenberg.org/cache/epub/444/pg444.cover.medium.jpg
445,The crowd :  A study of the popular mind,"Le Bon, Gustave, 1841-1931",1996,,,https://www.gutenberg.org/cache/epub/445/pg445.cover.medium.jpg,https://www.gutenberg.org/cache/epub/445/pg445.cover.medium.jpg,https://www.gutenberg.org/cache/epub/445/pg445.cover.medium.jpg
446,A Book of Remarkable Criminals,"Irving, H. B. (Henry Brodribb), 1870-1919",1996,,,https://www.gutenberg.org/cache/epub/446/pg446.cover.medium.jpg,https://www.gutenberg.org/cache/epub/446/pg446.cover.medium.jpg,https://www.gutenberg.org/cache/epub/446/pg446.cover.medium.jpg
447,Maggie: A Girl of the Streets,"Crane, Stephen, 1871-1900",1996,,,https://www.gutenberg.org/cache/epub/447/pg447.cover.medium.jpg,https://www.gutenberg.org/cache/epub/447/pg447.cover.medium.jpg,https://www.gutenberg.org/cache/epub/447/pg447.cover.medium.jpg
448,The Psychology of Revolution,"Le Bon, Gustave, 1841-1931",1996,,,https://www.gutenberg.org/cache/epub/448/pg448.cover.medium.jpg,https://www.gutenberg.org/cache/epub/448/pg448.cover.medium.jpg,https://www.gutenberg.org/cache/epub/448/pg448.cover.medium.jpg
449,"Pathology of Lying, Accusation, and Swindling: A Study in Forensic Psychology","Healy, William, 1869-1963",1996,,,https://www.gutenberg.org/cache/epub/449/pg449.cover.medium.jpg,https://www.gutenberg.org/cache/epub/449/pg449.cover.medium.jpg,https://www.gutenberg.org/cache/epub/449/pg449.cover.medium.jpg
450,Susan Lenox: Her Fall and Rise,"Phillips, David Graham, 1867-1911",1996,,,https://www.gutenberg.org/cache/epub/450/pg450.cover.medium.jpg,https://www.gutenberg.org/cache/epub/450/pg450.cover.medium.jpg,https://www.gutenberg.org/cache/epub/450/pg450.cover.medium.jpg
651,Phantasmagoria and Other Poems,"Carroll, Lewis, 1832-1898",1996,,,https://www.gutenberg.org/cache/epub/651/pg651.cover.medium.jpg,https://www.gutenberg.org/cache/epub/651/pg651.cover.medium.jpg,https://www.gutenberg.org/cache/epub/651/pg651.cover.medium.jpg
652,"Rasselas, Prince of Abyssinia","Johnson, Samuel, 1709-1784",1996,,,https://www.gutenberg.org/cache/epub/652/pg652.cover.medium.jpg,https://www.gutenberg.org/cache/epub/652/pg652.cover.medium.jpg,https://www.gutenberg.org/cache/epub/652/pg652.cover.medium.jpg
653,The ChimesA Goblin Story of Some Bells That Rang an Old Year out and a New Year In,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/653/pg653.cover.medium.jpg,https://www.gutenberg.org/cache/epub/653/pg653.cover.medium.jpg,https://www.gutenberg.org/cache/epub/653/pg653.cover.medium.jpg
654,Grace Abounding to the Chief of Sinners,"Bunyan, John, 1628-1688",1996,,,https://www.gutenberg.org/cache/epub/654/pg654.cover.medium.jpg,https://www.gutenberg.org/cache/epub/654/pg654.cover.medium.jpg,https://www.gutenberg.org/cache/epub/654/pg654.cover.medium.jpg
655,Life and Letters of Robert Browning,"Orr, Sutherland, Mrs., 1828-1903",2006,,,https://www.gutenberg.org/cache/epub/655/pg655.cover.medium.jpg,https://www.gutenberg.org/cache/epub/655/pg655.cover.medium.jpg,https://www.gutenberg.org/cache/epub/655/pg655.cover.medium.jpg
656,Life of Robert Browning,"Sharp, William, 1855-1905",1996,,,https://www.gutenberg.org/cache/epub/656/pg656.cover.medium.jpg,https://www.gutenberg.org/cache/epub/656/pg656.cover.medium.jpg,https://www.gutenberg.org/cache/epub/656/pg656.cover.medium.jpg
657,The Anglo-Saxon Chronicle,,1996,,,https://www.gutenberg.org/cache/epub/657/pg657.cover.medium.jpg,https://www.gutenberg.org/cache/epub/657/pg657.cover.medium.jpg,https://www.gutenberg.org/cache/epub/657/pg657.cover.medium.jpg
658,The Fall of Troy,"Quintus, Smyrnaeus, active 4th century",1996,,,https://www.gutenberg.org/cache/epub/658/pg658.cover.medium.jpg,https://www.gutenberg.org/cache/epub/658/pg658.cover.medium.jpg,https://www.gutenberg.org/cache/epub/658/pg658.cover.medium.jpg
659,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant","Alger, Horatio, Jr., 1832-1899",2006,,,https://www.gutenberg.org/cache/epub/659/pg659.cover.medium.jpg,https://www.gutenberg.org/cache/epub/659/pg659.cover.medium.jpg,https://www.gutenberg.org/cache/epub/659/pg659.cover.medium.jpg
660,The Gutenberg Webster's Unabridged Dictionary: Section A and B,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/660/pg660.cover.medium.jpg,https://www.gutenberg.org/cache/epub/660/pg660.cover.medium.jpg,https://www.gutenberg.org/cache/epub/660/pg660.cover.medium.jpg
661,The Gutenberg Webster's Unabridged Dictionary: Section C,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/661/pg661.cover.medium.jpg,https://www.gutenberg.org/cache/epub/661/pg661.cover.medium.jpg,https://www.gutenberg.org/cache/epub/661/pg661.cover.medium.jpg
662,The Gutenberg Webster's Unabridged Dictionary: Section D and E,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/662/pg662.cover.medium.jpg,https://www.gutenberg.org/cache/epub/662/pg662.cover.medium.jpg,https://www.gutenberg.org/cache/epub/662/pg662.cover.medium.jpg
663,"The Gutenberg Webster's Unabridged Dictionary: Section F, G and H",Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/663/pg663.cover.medium.jpg,https://www.gutenberg.org/cache/epub/663/pg663.cover.medium.jpg,https://www.gutenberg.org/cache/epub/663/pg663.cover.medium.jpg
664,"The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L",Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/664/pg664.cover.medium.jpg,https://www.gutenberg.org/cache/epub/664/pg664.cover.medium.jpg,https://www.gutenberg.org/cache/epub/664/pg664.cover.medium.jpg
665,"The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O",Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/665/pg665.cover.medium.jpg,https://www.gutenberg.org/cache/epub/665/pg665.cover.medium.jpg,https://www.gutenberg.org/cache/epub/665/pg665.cover.medium.jpg
666,The Gutenberg Webster's Unabridged Dictionary: Section P and Q,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/666/pg666.cover.medium.jpg,https://www.gutenberg.org/cache/epub/666/pg666.cover.medium.jpg,https://www.gutenberg.org/cache/epub/666/pg666.cover.medium.jpg
667,The Gutenberg Webster's Unabridged Dictionary: Section R,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/667/pg667.cover.medium.jpg,https://www.gutenberg.org/cache/epub/667/pg667.cover.medium.jpg,https://www.gutenberg.org/cache/epub/667/pg667.cover.medium.jpg
668,The Gutenberg Webster's Unabridged Dictionary: Section S,Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/668/pg668.cover.medium.jpg,https://www.gutenberg.org/cache/epub/668/pg668.cover.medium.jpg,https://www.gutenberg.org/cache/epub/668/pg668.cover.medium.jpg
669,"The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W",Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/669/pg669.cover.medium.jpg,https://www.gutenberg.org/cache/epub/669/pg669.cover.medium.jpg,https://www.gutenberg.org/cache/epub/669/pg669.cover.medium.jpg
670,"The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z",Project Gutenberg,1996,,,https://www.gutenberg.org/cache/epub/670/pg670.cover.medium.jpg,https://www.gutenberg.org/cache/epub/670/pg670.cover.medium.jpg,https://www.gutenberg.org/cache/epub/670/pg670.cover.medium.jpg
671,"Phil, the Fiddler","Alger, Horatio, Jr., 1832-1899",2006,,,https://www.gutenberg.org/cache/epub/671/pg671.cover.medium.jpg,https://www.gutenberg.org/cache/epub/671/pg671.cover.medium.jpg,https://www.gutenberg.org/cache/epub/671/pg671.cover.medium.jpg
672,The Secret Guide to Computers,"Walter, Russ, 1947-",1996,,,https://www.gutenberg.org/cache/epub/672/pg672.cover.medium.jpg,https://www.gutenberg.org/cache/epub/672/pg672.cover.medium.jpg,https://www.gutenberg.org/cache/epub/672/pg672.cover.medium.jpg
673,The Gutenberg Webster's Unabridged Dictionary,Project Gutenberg,1996,,,,,
674,Plutarch: Lives of the noble Grecians and Romans,"Plutarch, 46-120?",1996,,,https://www.gutenberg.org/cache/epub/674/pg674.cover.medium.jpg,https://www.gutenberg.org/cache/epub/674/pg674.cover.medium.jpg,https://www.gutenberg.org/cache/epub/674/pg674.cover.medium.jpg
675,American Notes,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/675/pg675.cover.medium.jpg,https://www.gutenberg.org/cache/epub/675/pg675.cover.medium.jpg,https://www.gutenberg.org/cache/epub/675/pg675.cover.medium.jpg
676,The Battle of Life,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/676/pg676.cover.medium.jpg,https://www.gutenberg.org/cache/epub/676/pg676.cover.medium.jpg,https://www.gutenberg.org/cache/epub/676/pg676.cover.medium.jpg
677,"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles, 1819-1875",1996,,,https://www.gutenberg.org/cache/epub/677/pg677.cover.medium.jpg,https://www.gutenberg.org/cache/epub/677/pg677.cover.medium.jpg,https://www.gutenberg.org/cache/epub/677/pg677.cover.medium.jpg
678,The Cricket on the Hearth: A Fairy Tale of Home,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/678/pg678.cover.medium.jpg,https://www.gutenberg.org/cache/epub/678/pg678.cover.medium.jpg,https://www.gutenberg.org/cache/epub/678/pg678.cover.medium.jpg
679,Poems,"Harper, Frances Ellen Watkins, 1825-1911",1996,,,https://www.gutenberg.org/cache/epub/679/pg679.cover.medium.jpg,https://www.gutenberg.org/cache/epub/679/pg679.cover.medium.jpg,https://www.gutenberg.org/cache/epub/679/pg679.cover.medium.jpg
680,The Golden Threshold,"Naidu, Sarojini, 1879-1949",1996,,,https://www.gutenberg.org/cache/epub/680/pg680.cover.medium.jpg,https://www.gutenberg.org/cache/epub/680/pg680.cover.medium.jpg,https://www.gutenberg.org/cache/epub/680/pg680.cover.medium.jpg
681,Creatures That Once Were Men,"Gorky, Maksim, 1868-1936",1996,,,https://www.gutenberg.org/cache/epub/681/pg681.cover.medium.jpg,https://www.gutenberg.org/cache/epub/681/pg681.cover.medium.jpg,https://www.gutenberg.org/cache/epub/681/pg681.cover.medium.jpg
682,Catalan's Constant [Ramanujan's Formula],"Fee, Greg",1996,,,https://www.gutenberg.org/cache/epub/682/pg682.cover.medium.jpg,https://www.gutenberg.org/cache/epub/682/pg682.cover.medium.jpg,https://www.gutenberg.org/cache/epub/682/pg682.cover.medium.jpg
683,The Compleat Angler,"Walton, Izaak, 1593-1683",1996,,,https://www.gutenberg.org/cache/epub/683/pg683.cover.medium.jpg,https://www.gutenberg.org/cache/epub/683/pg683.cover.medium.jpg,https://www.gutenberg.org/cache/epub/683/pg683.cover.medium.jpg
684,Worldwide Effects of Nuclear War: Some Perspectives,United States. Arms Control and Disarmament Agency,1996,,,https://www.gutenberg.org/cache/epub/684/pg684.cover.medium.jpg,https://www.gutenberg.org/cache/epub/684/pg684.cover.medium.jpg,https://www.gutenberg.org/cache/epub/684/pg684.cover.medium.jpg
685,The Atomic Bombings of Hiroshima and Nagasaki,United States. Army. Corps of Engineers. Manhattan District,1996,,,https://www.gutenberg.org/cache/epub/685/pg685.cover.medium.jpg,https://www.gutenberg.org/cache/epub/685/pg685.cover.medium.jpg,https://www.gutenberg.org/cache/epub/685/pg685.cover.medium.jpg
686,"The Treaty of the European Union, Maastricht Treaty, 7th February, 1992",European Union,1996,,,https://www.gutenberg.org/cache/epub/686/pg686.cover.medium.jpg,https://www.gutenberg.org/cache/epub/686/pg686.cover.medium.jpg,https://www.gutenberg.org/cache/epub/686/pg686.cover.medium.jpg
687,A Personal Record,"Conrad, Joseph, 1857-1924",2006,,,https://www.gutenberg.org/cache/epub/687/pg687.cover.medium.jpg,https://www.gutenberg.org/cache/epub/687/pg687.cover.medium.jpg,https://www.gutenberg.org/cache/epub/687/pg687.cover.medium.jpg
688,"The Goodness of St. Rocque, and Other Stories","Dunbar-Nelson, Alice Moore, 1875-1935",1996,,,https://www.gutenberg.org/cache/epub/688/pg688.cover.medium.jpg,https://www.gutenberg.org/cache/epub/688/pg688.cover.medium.jpg,https://www.gutenberg.org/cache/epub/688/pg688.cover.medium.jpg
689,The Kreutzer Sonata and Other Stories,"Tolstoy, Leo, graf, 1828-1910",2006,,,https://www.gutenberg.org/cache/epub/689/pg689.cover.medium.jpg,https://www.gutenberg.org/cache/epub/689/pg689.cover.medium.jpg,https://www.gutenberg.org/cache/epub/689/pg689.cover.medium.jpg
690,Proposed Roads to Freedom,"Russell, Bertrand, 1872-1970",1996,,,https://www.gutenberg.org/cache/epub/690/pg690.cover.medium.jpg,https://www.gutenberg.org/cache/epub/690/pg690.cover.medium.jpg,https://www.gutenberg.org/cache/epub/690/pg690.cover.medium.jpg
691,The Complete Works of James Whitcomb Riley — Volume 1,"Riley, James Whitcomb, 1849-1916",1996,,,https://www.gutenberg.org/cache/epub/691/pg691.cover.medium.jpg,https://www.gutenberg.org/cache/epub/691/pg691.cover.medium.jpg,https://www.gutenberg.org/cache/epub/691/pg691.cover.medium.jpg
692,The Complete Works of James Whitcomb Riley — Volume 10,"Riley, James Whitcomb, 1849-1916",1996,,,https://www.gutenberg.org/cache/epub/692/pg692.cover.medium.jpg,https://www.gutenberg.org/cache/epub/692/pg692.cover.medium.jpg,https://www.gutenberg.org/cache/epub/692/pg692.cover.medium.jpg
693,"The Autobiography of a Quack, and The Case of George Dedlow","Mitchell, S. Weir (Silas Weir), 1829-1914",2006,,,https://www.gutenberg.org/cache/epub/693/pg693.cover.medium.jpg,https://www.gutenberg.org/cache/epub/693/pg693.cover.medium.jpg,https://www.gutenberg.org/cache/epub/693/pg693.cover.medium.jpg
694,Stories from Everybody's Magazine,Various,1996,,,https://www.gutenberg.org/cache/epub/694/pg694.cover.medium.jpg,https://www.gutenberg.org/cache/epub/694/pg694.cover.medium.jpg,https://www.gutenberg.org/cache/epub/694/pg694.cover.medium.jpg
695,"Glaucus; Or, The Wonders of the Shore","Kingsley, Charles, 1819-1875",1996,,,https://www.gutenberg.org/cache/epub/695/pg695.cover.medium.jpg,https://www.gutenberg.org/cache/epub/695/pg695.cover.medium.jpg,https://www.gutenberg.org/cache/epub/695/pg695.cover.medium.jpg
696,The Castle of Otranto,"Walpole, Horace, 1717-1797",1996,,,https://www.gutenberg.org/cache/epub/696/pg696.cover.medium.jpg,https://www.gutenberg.org/cache/epub/696/pg696.cover.medium.jpg,https://www.gutenberg.org/cache/epub/696/pg696.cover.medium.jpg
697,The Light Princess,"MacDonald, George, 1824-1905",1996,,,https://www.gutenberg.org/cache/epub/697/pg697.cover.medium.jpg,https://www.gutenberg.org/cache/epub/697/pg697.cover.medium.jpg,https://www.gutenberg.org/cache/epub/697/pg697.cover.medium.jpg
698,Memoir of Fleeming Jenkin,"Stevenson, Robert Louis, 1850-1894",1996,,,https://www.gutenberg.org/cache/epub/698/pg698.cover.medium.jpg,https://www.gutenberg.org/cache/epub/698/pg698.cover.medium.jpg,https://www.gutenberg.org/cache/epub/698/pg698.cover.medium.jpg
699,A Child's History of England,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/699/pg699.cover.medium.jpg,https://www.gutenberg.org/cache/epub/699/pg699.cover.medium.jpg,https://www.gutenberg.org/cache/epub/699/pg699.cover.medium.jpg
700,The Old Curiosity Shop,"Dickens, Charles, 1812-1870",1996,,,https://www.gutenberg.org/cache/epub/700/pg700.cover.medium.jpg,https://www.gutenberg.org/cache/epub/700/pg700.cover.medium.jpg,https://www.gutenberg.org/cache/epub/700/pg700.cover.medium.jpg
151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor, 1772-1834",2006,,,https://www.gutenberg.org/cache/epub/151/pg151.cover.medium.jpg,https://www.gutenberg.org/cache/epub/151/pg151.cover.medium.jpg,https://www.gutenberg.org/cache/epub/151/pg151.cover.medium.jpg
152,Wild Justice,"Sprague, Ruth M.",1994,,,https://www.gutenberg.org/cache/epub/152/pg152.cover.medium.jpg,https://www.gutenberg.org/cache/epub/152/pg152.cover.medium.jpg,https://www.gutenberg.org/cache/epub/152/pg152.cover.medium.jpg
153,Jude the Obscure,"Hardy, Thomas, 1840-1928",1994,,,https://www.gutenberg.org/cache/epub/153/pg153.cover.medium.jpg,https://www.gutenberg.org/cache/epub/153/pg153.cover.medium.jpg,https://www.gutenberg.org/cache/epub/153/pg153.cover.medium.jpg
154,The Rise of Silas Lapham,"Howells, William Dean, 1837-1920",1994,,,https://www.gutenberg.org/cache/epub/154/pg154.cover.medium.jpg,https://www.gutenberg.org/cache/epub/154/pg154.cover.medium.jpg,https://www.gutenberg.org/cache/epub/154/pg154.cover.medium.jpg
155,The Moonstone,"Collins, Wilkie, 1824-1889",2006,,,https://www.gutenberg.org/cache/epub/155/pg155.cover.medium.jpg,https://www.gutenberg.org/cache/epub/155/pg155.cover.medium.jpg,https://www.gutenberg.org/cache/epub/155/pg155.cover.medium.jpg
156,"Symphony No. 5 in C minor, Opus 67","Beethoven, Ludwig van, 1770-1827",1994,,,https://www.gutenberg.org/cache/epub/156/pg156.cover.medium.jpg,https://www.gutenberg.org/cache/epub/156/pg156.cover.medium.jpg,https://www.gutenberg.org/cache/epub/156/pg156.cover.medium.jpg
157,Daddy-Long-Legs,"Webster, Jean, 1876-1916",1994,,,https://www.gutenberg.org/cache/epub/157/pg157.cover.medium.jpg,https://www.gutenberg.org/cache/epub/157/pg157.cover.medium.jpg,https://www.gutenberg.org/cache/epub/157/pg157.cover.medium.jpg
158,Emma,"Austen, Jane, 1775-1817",1994,,,https://www.gutenberg.org/cache/epub/158/pg158.cover.medium.jpg,https://www.gutenberg.org/cache/epub/158/pg158.cover.medium.jpg,https://www.gutenberg.org/cache/epub/158/pg158.cover.medium.jpg
159,The island of Doctor Moreau,"Wells, H. G. (Herbert George), 1866-1946",2004,,,https://www.gutenberg.org/cache/epub/159/pg159.cover.medium.jpg,https://www.gutenberg.org/cache/epub/159/pg159.cover.medium.jpg,https://www.gutenberg.org/cache/epub/159/pg159.cover.medium.jpg
160,"The Awakening, and Selected Short Stories","Chopin, Kate, 1850-1904",2006,,,https://www.gutenberg.org/cache/epub/160/pg160.cover.medium.jpg,https://www.gutenberg.org/cache/epub/160/pg160.cover.medium.jpg,https://www.gutenberg.org/cache/epub/160/pg160.cover.medium.jpg
161,Sense and Sensibility,"Austen, Jane, 1775-1817",1994,,,https://www.gutenberg.org/cache/epub/161/pg161.cover.medium.jpg,https://www.gutenberg.org/cache/epub/161/pg161.cover.medium.jpg,https://www.gutenberg.org/cache/epub/161/pg161.cover.medium.jpg
162,Take Me for a Ride: Coming of Age in a Destructive Cult,"Laxer, Mark E.",1994,,,https://www.gutenberg.org/cache/epub/162/pg162.cover.medium.jpg,https://www.gutenberg.org/cache/epub/162/pg162.cover.medium.jpg,https://www.gutenberg.org/cache/epub/162/pg162.cover.medium.jpg
163,Flower Fables,"Alcott, Louisa May, 1832-1888",1994,,,https://www.gutenberg.org/cache/epub/163/pg163.cover.medium.jpg,https://www.gutenberg.org/cache/epub/163/pg163.cover.medium.jpg,https://www.gutenberg.org/cache/epub/163/pg163.cover.medium.jpg
164,Twenty Thousand Leagues under the Sea,"Verne, Jules, 1828-1905",1994,,,https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg,https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg,https://www.gutenberg.org/cache/epub/164/pg164.cover.medium.jpg
165,McTeague: A Story of San Francisco,"Norris, Frank, 1870-1902",2006,,,https://www.gutenberg.org/cache/epub/165/pg165.cover.medium.jpg,https://www.gutenberg.org/cache/epub/165/pg165.cover.medium.jpg,https://www.gutenberg.org/cache/epub/165/pg165.cover.medium.jpg
166,Summer,"Wharton, Edith, 1862-1937",2006,,,https://www.gutenberg.org/cache/epub/166/pg166.cover.medium.jpg,https://www.gutenberg.org/cache/epub/166/pg166.cover.medium.jpg,https://www.gutenberg.org/cache/epub/166/pg166.cover.medium.jpg
167,American Hand Book of the Daguerreotype,"Humphrey, S. D. (Samuel Dwight), 1823-1883",1994,,,https://www.gutenberg.org/cache/epub/167/pg167.cover.medium.jpg,https://www.gutenberg.org/cache/epub/167/pg167.cover.medium.jpg,https://www.gutenberg.org/cache/epub/167/pg167.cover.medium.jpg
168,The History and Practice of the Art of Photography,"Snelling, Henry Hunt, 1816-1897",1994,,,https://www.gutenberg.org/cache/epub/168/pg168.cover.medium.jpg,https://www.gutenberg.org/cache/epub/168/pg168.cover.medium.jpg,https://www.gutenberg.org/cache/epub/168/pg168.cover.medium.jpg
169,The Well at the World's End: A Tale,"Morris, William, 1834-1896",1994,,,https://www.gutenberg.org/cache/epub/169/pg169.cover.medium.jpg,https://www.gutenberg.org/cache/epub/169/pg169.cover.medium.jpg,https://www.gutenberg.org/cache/epub/169/pg169.cover.medium.jpg
170,The Haunted Hotel: A Mystery of Modern Venice,"Collins, Wilkie, 1824-1889",1994,,,https://www.gutenberg.org/cache/epub/170/pg170.cover.medium.jpg,https://www.gutenberg.org/cache/epub/170/pg170.cover.medium.jpg,https://www.gutenberg.org/cache/epub/170/pg170.cover.medium.jpg
171,Charlotte Temple,"Rowson, Mrs., 1762-1824",2006,,,https://www.gutenberg.org/cache/epub/171/pg171.cover.medium.jpg,https://www.gutenberg.org/cache/epub/171/pg171.cover.medium.jpg,https://www.gutenberg.org/cache/epub/171/pg171.cover.medium.jpg
172,The Haunted Bookshop,"Morley, Christopher, 1890-1957",1994,,,https://www.gutenberg.org/cache/epub/172/pg172.cover.medium.jpg,https://www.gutenberg.org/cache/epub/172/pg172.cover.medium.jpg,https://www.gutenberg.org/cache/epub/172/pg172.cover.medium.jpg
173,The Insidious Dr. Fu Manchu,"Rohmer, Sax, 1883-1959",1994,,,https://www.gutenberg.org/cache/epub/173/pg173.cover.medium.jpg,https://www.gutenberg.org/cache/epub/173/pg173.cover.medium.jpg,https://www.gutenberg.org/cache/epub/173/pg173.cover.medium.jpg
